name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Mal Rune Stack	0	100	0	1	0			20	1	0	1	950000		s23		s23	s23	16	1	1	0	0	0	flprun	invrMal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ist Rune Stack	0	100	0	1	0			21	1	0	1	950000		s24		s24	s24	16	1	1	0	0	0	flprun	invrIst		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gul Rune Stack	0	100	0	1	0			22	1	0	1	950000		s25		s25	s25	16	1	1	0	0	0	flprun	invrGul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vex Rune Stack	0	100	0	1	0			23	1	0	1	950000		s26		s26	s26	16	1	1	0	0	0	flprun	invrVex		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ohm Rune Stack	0	100	0	1	0			24	1	0	1	950000		s27		s27	s27	16	1	1	0	0	0	flprun	invrOhm		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lo Rune Stack	0	100	0	1	0			25	1	0	1	950000		s28		s28	s28	16	1	1	0	0	0	flprun	invrLo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sur Rune Stack	0	100	0	1	0			26	1	0	1	950000		s29		s29	s29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ber Rune Stack	0	100	0	1	0			27	1	0	1	950000		s30		s30	s30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune Stack	0	100	0	1	0			28	1	0	1	950000		s31		s31	s31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune Stack	0	100	0	1	0			29	1	0	1	950000		s32		s32	s32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune Stack	0	100	0	1	0			30	1	0	1	950000		s33		s33	s33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Amethyst Stack	0	0	0	0	0			2	1	0	1	950000		8ca		8ca	8ca	16	1	1	0	0	0	flpgsv	8ca		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Amethyst Stack	0	0	0	0	0			3	1	0	1	950000		8fa		8fa	8fa	16	1	1	0	0	0	flpgsv	8fa		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amethyst Stack	0	0	0	0	0			4	1	0	1	950000		8na		8na	8na	16	1	1	0	0	0	flpgsv	8na		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Amethyst Stack	0	0	0	0	0			5	1	0	1	950000		8la		8la	8la	16	1	1	0	0	0	flpgsv	8la		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Amethyst Stack	0	0	0	0	0			6	1	0	1	950000		8pa		8pa	8pa	16	1	1	0	0	0	flpgsv	8pa		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Diamond Stack	0	0	0	0	0			2	1	0	1	950000		8cd		8cd	8cd	16	1	1	0	0	0	flpgsr	8cd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Diamond Stack	0	0	0	0	0			3	1	0	1	950000		8fd		8fd	8fd	16	1	1	0	0	0	flpgsr	8fd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diamond Stack	0	0	0	0	0			4	1	0	1	950000		8nd		8nd	8nd	16	1	1	0	0	0	flpgsr	8nd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Diamond Stack	0	0	0	0	0			5	1	0	1	950000		8ld		8ld	8ld	16	1	1	0	0	0	flpgsr	8ld		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Diamond Stack	0	0	0	0	0			6	1	0	1	950000		8pd		8pd	8pd	16	1	1	0	0	0	flpgsr	8pd		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Emerald Stack	0	0	0	0	0			2	1	0	1	950000		8ce		8ce	8ce	16	1	1	0	0	0	flpgsg	8ce		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Emerald Stack	0	0	0	0	0			3	1	0	1	950000		8fe		8fe	8fe	16	1	1	0	0	0	flpgsg	8fe		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Emerald Stack	0	0	0	0	0			4	1	0	1	950000		8ne		8ne	8ne	16	1	1	0	0	0	flpgsg	8ne		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Emerald Stack	0	0	0	0	0			5	1	0	1	950000		8le		8le	8le	16	1	1	0	0	0	flpgsg	8le		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Emerald Stack	0	0	0	0	0			6	1	0	1	950000		8pe		8pe	8pe	16	1	1	0	0	0	flpgsg	8pe		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Ruby Stack	0	0	0	0	0			2	1	0	1	950000		8cr		8cr	8cr	16	1	1	0	0	0	flpgsr	8cr		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Ruby Stack	0	0	0	0	0			3	1	0	1	950000		8fr		8fr	8fr	16	1	1	0	0	0	flpgsr	8fr		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ruby Stack	0	0	0	0	0			4	1	0	1	950000		8nr		8nr	8nr	16	1	1	0	0	0	flpgsr	8nr		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Ruby Stack	0	0	0	0	0			5	1	0	1	950000		8lr		8lr	8lr	16	1	1	0	0	0	flpgsr	8lr		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Ruby Stack	0	0	0	0	0			6	1	0	1	950000		8pr		8pr	8pr	16	1	1	0	0	0	flpgsr	8pr		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Sapphire Stack	0	0	0	0	0			2	1	0	1	950000		8cp		8cp	8cp	16	1	1	0	0	0	flpgsb	8cp		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Sapphire Stack	0	0	0	0	0			3	1	0	1	950000		8fs		8fs	8fs	16	1	1	0	0	0	flpgsb	8fs		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sapphire Stack	0	0	0	0	0			4	1	0	1	950000		8ns		8ns	8ns	16	1	1	0	0	0	flpgsb	8ns		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Sapphire Stack	0	0	0	0	0			5	1	0	1	950000		8as		8as	8as	16	1	1	0	0	0	flpgsb	8as		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Sapphire Stack	0	0	0	0	0			6	1	0	1	950000		8ps		8ps	8ps	16	1	1	0	0	0	flpgsb	8ps		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Skull Stack	0	0	0	0	0			2	1	0	1	950000		8ck		8ck	8ck	16	1	1	0	0	0	flpskl	8ck		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Skull Stack	0	0	0	0	0			3	1	0	1	950000		8fk		8fk	8fk	16	1	1	0	0	0	flpskl	8fk		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Skull Stack	0	0	0	0	0			4	1	0	1	950000		8nk		8nk	8nk	16	1	1	0	0	0	flpskl	8nk		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Skull Stack	0	0	0	0	0			5	1	0	1	950000		8lk		8lk	8lk	16	1	1	0	0	0	flpskl	8lk		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Skull Stack	0	0	0	0	0			6	1	0	1	950000		8pk		8pk	8pk	16	1	1	0	0	0	flpskl	8pk		0	xxx			0	gemx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Chipped Topaz Stack	0	0	0	0	0			2	1	0	1	950000		8ct		8ct	8ct	16	1	1	0	0	0	flpgsy	8ct		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawed Topaz Stack	0	0	0	0	0			3	1	0	1	950000		8ft		8ft	8ft	16	1	1	0	0	0	flpgsy	8ft		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Topaz Stack	0	0	0	0	0			4	1	0	1	950000		8nt		8nt	8nt	16	1	1	0	0	0	flpgsy	8nt		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Flawless Topaz Stack	0	0	0	0	0			5	1	0	1	950000		8lt		8lt	8lt	16	1	1	0	0	0	flpgsy	8lt		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Perfect Topaz Stack	0	0	0	0	0			6	1	0	1	950000		8pt		8pt	8pt	16	1	1	0	0	0	flpgsy	8pt		0	xxx			0	gemx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror Stack	0	100	0	0	0			1	1	0	1	950000		p1s		pks	p1s	16	1	2	0	0	0	flpmph	pks		0	xxx			0	keyx		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate Stack	0	100	0	0	0			1	1	0	1	950000		p2s		pks	p2s	16	1	2	0	0	0	flpmph	pks		0	xxx			0	keyx		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction Stack	0	100	0	0	0			1	1	0	1	950000		p3s		pks	p3s	16	1	2	0	0	0	flpmph	pks		0	xxx			0	keyx		item_key	12	item_key	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn Stack	0	100	0	0	0			1	1	0	1	950000		shn		shn	shn	16	1	1	0	0	0	flpfang	shn		0	xxx			0	ubrx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye Stack	0	100	0	0	0			1	1	0	1	950000		sey		sey	sey	16	1	1	0	0	0	flpeye	sey		0	xxx			0	ubrx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain Stack	0	100	0	0	0			1	1	0	1	950000		bms		bms	bms	16	1	1	0	0	0	flpbrnz	bms		0	xxx			0	ubrx		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution Stack	0	100	0	0	0			1	1	0	1	950000		soa		soa	soa	16	1	1	0	0	0	flprun	soa		0	xxx			0	escx		item_amulet	12	item_amulet	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Twisted Essence of Suffering Stack	0	100	0	0	0			1	1	0	1	950000		ses		ses	ses	16	1	1	0	0	0	flpgsb	ses		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essence of Hatred Stack	0	100	0	0	0			1	1	0	1	950000		seh		seh	seh	16	1	1	0	0	0	flpgsy	seh		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror Stack	0	100	0	0	0			1	1	0	1	950000		set		set	set	16	1	1	0	0	0	flpgsr	set		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction Stack	0	100	0	0	0			1	1	0	1	950000		sed		sed	sed	16	1	1	0	0	0	flpgsg	sed		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Combination Stack	0	100	0	0	0			1	1	0	1	950000		8oc		8oc	8oc	16	1	1	0	0	0	flpgsr	8oc		0	xxx			0	crfx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx						
Orb of Extraction Stack	0	100	0	0	0			1	1	0	1	950000		8ex		8ex	8ex	16	1	1	0	0	0	flpgsr	8ex		0	xxx			0	crfx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx						
Orb of Divination Stack	0	100	0	0	0			1	1	0	1	950000		8od		8od	8od	16	1	1	0	0	0	flpgsr	8od		0	xxx			0	crfx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Larzuk's Gimlet Stack	0	100	0	0	0			1	1	0	1	950000		8zg		8zg	8zg	16	1	1	0	0	0	flpscm	8zg		0	xxx			0	crfx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Glyph of Xiansai Stack	0	100	0	0	0			1	1	0	1	950000		8gx		8gx	8gx	16	1	1	0	0	0	flprun	8gx		0	xxx			0	crfx		item_gem	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel Fragment Stack	0	100	0	0	0			1	1	0	1	950000		8fg		8fg	8fg	16	1	1	0	0	0	flpgsw	8fg		0	xxx			0	crfx		item_jewel	12	item_jewel	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charm Core Stack	0	100	0	0	0			1	1	0	1	0		8co		8co	8co	16	1	1	0	0	0	flpmss	8co		0	xxx			0	corx		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rejuvenation Stack	0	100	0	0	0			1	0	0	1	1500		8vl		8vl	8vl	16	1	1	0	0	0	flpvpl	invvpl		0	xxx			0	misc		item_potion	14	item_potion_drink	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Strong Bidding	0	100	1	1	1			4	1	0	1	2000		ab1	345	rld	ab1	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	snb1		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrBidDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
