ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
j714	j714			id294 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j715	j715			id294 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j716	j716			id294 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j717	j717			id294 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j718	j718			id294 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j719	j719			id294 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j720	j720			id294 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j721	j721			id294 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j722	j722			id294 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j723	j723			id294 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j724	j724			id294 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j725	j725			id294 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j726	j726			id294 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j727	j727			id294 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j728	j728			id294 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j729	j729			id294 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j730	j730			id294 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j731	j731			id294 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j732	j732			id294 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j733	j733			id294 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j734	j734			id294 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j735	j735			id294 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j736	j736			id294 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j737	j737			id294 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j738	j738			id294 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j739	j739			id294 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j740	j740			id294 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j741	j741			id294 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j742	j742			id294 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j743	j743			id294 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j744	j744			id294 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j745	j745			id294 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j746	j746			id294 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j747	j747			id294 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j748	j748			id294 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j749	j749			id294 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j750	j750			id294 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j751	j751			id294 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j752	j752			id294 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j753	j753			id294 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j754	j754			id294 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j755	j755			id294 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j756	j756			id294 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j757	j757			id294 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j758	j758			id294 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j759	j759			id294 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j760	j760			id294 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j761	j761			id294 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j762	j762			id294 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j763	j763			id294 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j764	j764			id294 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j765	j765			id294 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j766	j766			id294 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j767	j767			id294 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j768	j768			id294 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j769	j769			id294 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j770	j770			id294 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j771	j771			id294 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j772	j772			id294 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j773	j773			id294 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j774	j774			id294 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j775	j775			id295 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j776	j776			id295 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j777	j777			id295 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j778	j778			id295 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j779	j779			id295 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j780	j780			id295 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j781	j781			id295 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j782	j782			id295 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j783	j783			id295 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j784	j784			id295 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j785	j785			id295 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j786	j786			id295 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j787	j787			id295 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j788	j788			id295 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j789	j789			id295 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j790	j790			id295 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j791	j791			id295 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j792	j792			id295 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j793	j793			id295 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j794	j794			id295 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j795	j795			id295 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j796	j796			id295 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j797	j797			id295 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j798	j798			id295 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j799	j799			id295 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j800	j800			id295 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j801	j801			id295 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j802	j802			id295 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j803	j803			id295 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j804	j804			id295 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j805	j805			id295 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j806	j806			id295 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j807	j807			id295 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j808	j808			id295 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j809	j809			id295 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j810	j810			id295 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j811	j811			id295 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j812	j812			id295 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j813	j813			id295 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j814	j814			id295 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j815	j815			id295 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j816	j816			id295 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j817	j817			id295 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j818	j818			id295 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j819	j819			id295 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j820	j820			id295 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j821	j821			id295 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j822	j822			id295 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j823	j823			id295 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j824	j824			id295 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j825	j825			id295 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j826	j826			id295 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j827	j827			id295 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j828	j828			id295 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j829	j829			id295 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j830	j830			id295 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j831	j831			id295 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j832	j832			id295 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j833	j833			id295 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j834	j834			id295 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j835	j835			id295 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j836	j836			id295 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j837	j837			id295 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j838	j838			id295 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j839	j839			id296 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j840	j840			id296 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j841	j841			id296 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j842	j842			id296 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j843	j843			id296 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j844	j844			id296 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j845	j845			id296 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j846	j846			id296 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j847	j847			id296 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j848	j848			id296 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j849	j849			id296 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j850	j850			id296 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j851	j851			id296 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j852	j852			id296 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j853	j853			id296 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j854	j854			id296 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j855	j855			id296 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j856	j856			id296 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j857	j857			id296 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j858	j858			id296 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j859	j859			id296 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j860	j860			id296 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j861	j861			id296 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j862	j862			id296 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j863	j863			id296 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j864	j864			id296 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j865	j865			id296 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j866	j866			id296 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j867	j867			id296 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j868	j868			id296 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j869	j869			id296 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j870	j870			id296 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j871	j871			id296 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j872	j872			id296 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j873	j873			id296 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j874	j874			id296 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j875	j875			id296 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j876	j876			id296 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j877	j877			id296 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j878	j878			id296 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j879	j879			id296 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j880	j880			id296 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j881	j881			id296 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j882	j882			id296 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j883	j883			id296 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j884	j884			id296 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j885	j885			id296 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j886	j886			id296 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j887	j887			id296 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j888	j888			id296 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j889	j889			id296 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j890	j890			id296 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j891	j891			id296 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j892	j892			id296 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j893	j893			id296 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j894	j894			id296 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j895	j895			id296 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j896	j896			id296 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j897	j897			id296 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j898	j898			id296 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j899	j899			id296 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j900	j900			id296 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j901	j901			id296 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j902	j902			id296 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j903	j903			id297 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j904	j904			id297 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j905	j905			id297 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j906	j906			id297 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j907	j907			id297 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j908	j908			id297 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j909	j909			id297 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j910	j910			id297 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j911	j911			id297 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j912	j912			id297 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j913	j913			id297 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j914	j914			id297 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j915	j915			id297 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j916	j916			id297 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j917	j917			id297 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j918	j918			id297 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j919	j919			id297 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j920	j920			id297 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j921	j921			id297 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j922	j922			id297 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j923	j923			id297 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j924	j924			id297 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j925	j925			id297 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j926	j926			id297 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j927	j927			id297 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j928	j928			id297 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j929	j929			id297 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j930	j930			id297 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j931	j931			id297 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j932	j932			id297 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j933	j933			id297 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j934	j934			id297 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j935	j935			id297 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j936	j936			id297 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j937	j937			id297 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j938	j938			id297 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j939	j939			id297 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j940	j940			id297 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j941	j941			id297 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j942	j942			id297 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j943	j943			id297 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j944	j944			id297 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j945	j945			id297 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j946	j946			id297 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j947	j947			id297 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j948	j948			id297 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j949	j949			id297 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j950	j950			id297 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j951	j951			id297 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j952	j952			id297 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j953	j953			id297 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j954	j954			id297 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j955	j955			id297 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j956	j956			id297 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j957	j957			id297 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j958	j958			id297 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j959	j959			id297 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j960	j960			id297 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j961	j961			id297 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j962	j962			id297 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j963	j963			id297 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j964	j964			id297 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j965	j965			id297 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j966	j966			id297 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j967	j967			id298 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j968	j968			id298 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j969	j969			id298 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j970	j970			id298 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j971	j971			id298 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j972	j972			id298 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j973	j973			id298 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j974	j974			id298 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j975	j975			id298 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j976	j976			id298 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j977	j977			id298 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j978	j978			id298 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j979	j979			id298 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j980	j980			id298 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j981	j981			id298 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j982	j982			id298 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j983	j983			id298 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j984	j984			id298 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j985	j985			id298 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j986	j986			id298 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j987	j987			id298 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j988	j988			id298 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j989	j989			id298 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j990	j990			id298 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j991	j991			id298 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j992	j992			id298 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j993	j993			id298 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j994	j994			id298 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j995	j995			id298 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j996	j996			id298 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j997	j997			id298 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j998	j998			id298 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
j999	j999			id298 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J000	J000			id298 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J001	J001			id298 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J002	J002			id298 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J003	J003			id298 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J004	J004			id298 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
J005	J005			id298 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
