Log started at Thu Sep 21 2023 22:17:32 GMT+0200 (Centraleuropæisk sommertid)
WARN	Basic/NoDuplicateExcel	itemtypes.txt - duplicate detected on lines 93 and 238 for field 'code' (ncha)
WARN	Cube/ValidInputs	cubemain.txt, line 3385: couldn't find 'shld,mag,noe' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Ith Rune + Perfect Skull -> Spectral Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3386: couldn't find 'shld,mag,eth' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Ith Rune + Perfect Skull -> Spectral Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3386: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Ith Rune + Perfect Skull -> Spectral Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3386: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Ith Rune + Perfect Skull -> Spectral Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3387: couldn't find 'shld,mag,eth' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Ith Rune + Perfect Skull -> Spectral Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3388: couldn't find 'tors,mag,noe' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3388: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3388: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3389: couldn't find 'tors,mag,noe' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3390: couldn't find 'tors,mag,eth' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3390: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3390: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3391: couldn't find 'tors,mag,eth' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Tir Rune + Perfect Skull -> Spectral Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3392: couldn't find 'amul,mag' for input 1 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Dol Rune + Perfect Skull -> Spectral Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3392: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Dol Rune + Perfect Skull -> Spectral Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3392: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Dol Rune + Perfect Skull -> Spectral Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3393: couldn't find 'amul,mag' for input 1 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Dol Rune + Perfect Skull -> Spectral Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3394: couldn't find 'ring,mag' for input 1 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Hel Rune + Perfect Skull  -> Spectral Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3394: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Hel Rune + Perfect Skull  -> Spectral Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3394: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Hel Rune + Perfect Skull  -> Spectral Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3395: couldn't find 'ring,mag' for input 1 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Hel Rune + Perfect Skull  -> Spectral Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3396: couldn't find 'weap,mag,noe' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3396: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3396: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3397: couldn't find 'weap,mag,noe' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3398: couldn't find 'weap,mag,eth' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3398: couldn't find 'r03,qty=1' for input 3 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3398: couldn't find 'skz,qty=1' for input 4 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3399: couldn't find 'weap,mag,eth' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Skull -> Spectral Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3401: couldn't find 'helm,mag,noe' for input 1 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3401: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3401: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3402: couldn't find 'helm,mag,noe' for input 1 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3403: couldn't find 'helm,mag,eth' for input 1 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3403: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3403: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3404: couldn't find 'helm,mag,eth' for input 1 in recipe '1 Magic Helm + 1 Jewel Fragment + 1 Tir Rune + Perfect Topaz -> Plentiful Helm'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3405: couldn't find 'boot,mag,noe' for input 1 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3405: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3405: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3406: couldn't find 'boot,mag,noe' for input 1 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3407: couldn't find 'boot,mag,eth' for input 1 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3407: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3407: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3408: couldn't find 'boot,mag,eth' for input 1 in recipe '1 Magic Boots + 1 Jewel Fragment + 1 Io Rune + Perfect Topaz -> Plentiful Boots'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3409: couldn't find 'glov,mag,noe' for input 1 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3409: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3409: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3410: couldn't find 'glov,mag,noe' for input 1 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3411: couldn't find 'glov,mag,eth' for input 1 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3411: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3411: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3412: couldn't find 'glov,mag,eth' for input 1 in recipe '1 Magic Gloves + 1 Jewel Fragment + 1 Hel Rune + Perfect Topaz -> Plentiful Gloves'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3413: couldn't find 'belt,mag,noe' for input 1 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3413: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3413: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3414: couldn't find 'belt,mag,noe' for input 1 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3415: couldn't find 'belt,mag,eth' for input 1 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3415: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3415: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3416: couldn't find 'belt,mag,eth' for input 1 in recipe '1 Magic Belt + 1 Jewel Fragment + 1 El Rune + Perfect Topaz -> Plentiful Belt'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3417: couldn't find 'shld,mag,noe' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz  -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3417: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz  -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3417: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz  -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3418: couldn't find 'shld,mag,noe' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz  -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3419: couldn't find 'shld,mag,eth' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3419: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3419: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3420: couldn't find 'shld,mag,eth' for input 1 in recipe '1 Magic Shield + 1 Jewel Fragment + 1 Dol Rune + Perfect Topaz -> Plentiful Shield'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3421: couldn't find 'tors,mag,noe' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3421: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3421: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3422: couldn't find 'tors,mag,noe' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3423: couldn't find 'tors,mag,eth' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3423: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3423: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3424: couldn't find 'tors,mag,eth' for input 1 in recipe '1 Magic Torso + 1 Jewel Fragment + 1 Eld Rune + Perfect Topaz -> Plentiful Torso'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3425: couldn't find 'amul,mag' for input 1 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Ko Rune + Perfect Topaz -> Plentiful Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3425: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Ko Rune + Perfect Topaz -> Plentiful Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3425: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Ko Rune + Perfect Topaz -> Plentiful Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3426: couldn't find 'amul,mag' for input 1 in recipe '1 Magic Amulet + 1 Jewel Fragment + 1 Ko Rune + Perfect Topaz -> Plentiful Amulet'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3427: couldn't find 'ring,mag' for input 1 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Lum Rune + Perfect Topaz -> Plentiful Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3427: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Lum Rune + Perfect Topaz -> Plentiful Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3427: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Lum Rune + Perfect Topaz -> Plentiful Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3428: couldn't find 'ring,mag' for input 1 in recipe '1 Magic Ring + 1 Jewel Fragment + 1 Lum Rune + Perfect Topaz -> Plentiful Ring'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3429: couldn't find 'weap,mag,noe' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3429: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3429: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3430: couldn't find 'weap,mag,noe' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3431: couldn't find 'weap,mag,eth' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3431: couldn't find 'r07,qty=1' for input 3 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3431: couldn't find 'gpy,qty=1' for input 4 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Cube/ValidInputs	cubemain.txt, line 3432: couldn't find 'weap,mag,eth' for input 1 in recipe '1 Magic Weapon + 1 Jewel Fragment + 1 Shael Rune + Perfect Topaz -> Plentiful Weapon'
MESSAGE	Cube/ValidInputs	(hint: try wrapping with quotation marks)
WARN	Items/ValidStatParameters	automagic.txt, line 268: 'mod2min': value (-3) below save add minimum (0) for 'Blood Bidding RES-ALL'
WARN	Items/ValidStatParameters	automagic.txt, line 268: 'mod2max': value (-3) below save add minimum (0) for 'Blood Bidding RES-ALL'
WARN	Items/ValidStatParameters	automagic.txt, line 269: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding AR'
WARN	Items/ValidStatParameters	automagic.txt, line 269: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding AR'
WARN	Items/ValidStatParameters	automagic.txt, line 270: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding FIRE%'
WARN	Items/ValidStatParameters	automagic.txt, line 270: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding FIRE%'
WARN	Items/ValidStatParameters	automagic.txt, line 271: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding COLD%'
WARN	Items/ValidStatParameters	automagic.txt, line 271: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding COLD%'
WARN	Items/ValidStatParameters	automagic.txt, line 272: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding LTNG%'
WARN	Items/ValidStatParameters	automagic.txt, line 272: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding LTNG%'
WARN	Items/ValidStatParameters	automagic.txt, line 273: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding POIS%'
WARN	Items/ValidStatParameters	automagic.txt, line 273: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding POIS%'
WARN	Items/ValidStatParameters	automagic.txt, line 274: 'mod3min': value (-2) below save add minimum (0) for 'Blood Bidding MAGI%'
WARN	Items/ValidStatParameters	automagic.txt, line 274: 'mod3max': value (-2) below save add minimum (0) for 'Blood Bidding MAGI%'
